Fecha de publicacion;Codigo del proceso;Tipo de proceso;Objeto del proceso;Presupuesto referencial - USD;Partida presupuestaria;Monto de la adjudicacion - usd;Etapa de la contratacion;Identificacion del contratista;Link para descargar el proceso de contratacion desde el portal de compras publicas
2025-04-16;SIE-EPN-2025-001;Subasta Inversa Electrónica;Adquisición e instalación de equipos hidroneumáticos y accesorios para los edificios de la epn;179528.74;840104 - 530813 - 530404;166990.00;Ejecución de contrato;1790008959001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=SNfJUai7NUcyzaLsQr-7Uba_mbnbqOD9vZB46baPrV4,
2025-04-29;SIE-EPN-2025-002;Subasta Inversa Electrónica;Adquirir dispositivos wlan para la tecnología superior en redes y telecomunicaciones;22700.00;840107;21111;Ejecución de contrato;1792589142001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ptD-_AVgf3EZqV4TD_bBzwT8W7qIJwa1tbVjSE5wJRs,
2025-04-24;SIE-EPN-2025-003;Subasta Inversa Electrónica;Adquirir accesorios para el equipamiento del laboratorio de láminas delgadas;19900.20;840111 - 530813 - 840104;18706.19;Ejecución de contrato;1792150248001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=J86K0pllwsmhrq_n-swUvYvbFn32yTXCCwVNF9ioQ7M,
2025-09-09;SIE-EPN-2025-022;Subasta Inversa Electrónica;Contratar el servicio transporte para los estudiantes de la escuela politécnica nacional;600694.40;530201;570058.00;Ejecución de contrato;1790165507001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=o6mkx6nxNwz98BV3YKeBvYFS-gXI1FIdwvSsh1FLN1M,
2025-12-10;SIE-EPN-2025-033;Subasta Inversa Electrónica;Repotenciar la infraestructura de servidores hiperconvergentes de la escuela politécnica nacional.;120000.00;530813;INFORMACIÓN NO DISPONIBLE;Suspendido;INFORMACIÓN NO DISPONIBLE;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Y8g6C371iHhxKziGTl_-Cw1lYFXc1rdOWUzzKBfTjr4,
2024-11-13;RE-PU-EPN-2024-015;Regimen especial - Bienes y Servicios únicos;Contratar el servicio de acceso y uso de la plataforma de contenido científico referencial a literatura científica de carácter multidisciplinario;47074.00;530702;47074.00;Ejecución de contrato;1793197280001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=BD9I9nYwyFg_vyyKKdKj6tncjqzisfVcwwFx5x0gdPo,
2024-10-01;RE-PU-EPN-2024-010;Regimen especial - Bienes y Servicios únicos;Contratación del servicio de mantenimiento preventivo, correctivo y emergencia de los ascensores marca mitsubishi de la escuela politécnica nacional;42787.44;530404;42787.44;Ejecución de contrato;1790043800001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=BWrWXBhwbtlPQ2ZhZo7Hmg_bOkVmnDS206SGsyf7SQI,
2024-09-25;RE-PU-EPN-2024-004;Regimen especial - Bienes y Servicios únicos;Renovar el licenciamiento académico del software automatización de rockwell automation por 1 un año para la escuela politécnica nacional;1513.58;530702;1513.58;Ejecución de contrato;0993016578001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=jQJ0EZDqkYgahM8SdxzsUz8_bLVe2smBFKCkXOCZMa0,
2024-09-18;RE-PU-EPN-2024-011;Regimen especial - Bienes y Servicios únicos;Contratar el servicio de acceso y uso de la plataforma de contenido científico especializado en el área de química;21575.07;530702;21575.07;Adjudicado - registro de contratos;1793092004001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Ya6lNGx2ezJcrA0XssjBP8kR_Ivn7zMaBDNFaygQaGs,
2025-07-31;RE-PU-EPN-2025-009;Régimen Especial;Adquisición de transductores de desplazamiento para el centro de investigación de la vivienda;16479.35;840104;16479.35;Ejecución de contrato;1791251881001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3_yFX32v-YPa4Q-sxJjTx68EqVp8KqE6LrWKLjnVYzc,
2025-07-03;RE-PU-EPN-2025-008;Régimen Especial;Mantenimiento de sistema de alto vacío para microscopio electrónico de barrido marca tescan modelo vega ii;16500.00;530404;16500.00;En Recepción;1791402391001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Ddvac1L-hGVO_Qm0PXswmLkiGGvCBESdAWoMSJUeQbA,
2025-06-24;RE-PU-EPN-2025-006;Régimen Especial;Adquirir equipos para el laboratorio de instrumentación biomédica y producción inteligente;10967.50;840104;10967.5;Ejecución de contrato;1791251881001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Jwm1Uy86c91HIqjjX6RrNb5kFKkajVkpGy15lfAskjU,
2025-04-30;RE-PU-EPN-2025-003;Régimen Especial;Reparar el analizador de microondas fieldfox n9916a del laboratorio de sistemas de transmisión;13990.00;530404;13990.00;Ejecución de contrato;1791288750001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UrLpKa2E3IjrlOjkZ2Z7XwriRmrTTsXy2HpxS1lnNXk,
2025-04-24;RE-PU-EPN-2025-002;Régimen Especial;Contratar el servicio de mantenimiento del equipamiento de los laboratorios de sedimentología y logueo -geoquímica y preparación de muestras;7135.84;530404;7135.84;Ejecución de contrato;1716314677001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=8Fg0MgZEwZ-klA4DDy-5VFKXkZj7yk7mO1UvWoAQGNU,
2025-04-09;RE-PU-EPN-2025-001;Régimen Especial;Adquirir kit de muestras de roca para calibración deequipo poroperm;9300.00;530829;9300.00;Ejecución de contrato;1720809654001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=60YQKDqbo3ob8GFEgTXLyOpSrSt5H0WtbA1_64UZSmI,
2025-12-18;RE-CSCD-EPN-2025-007;Régimen Especial;Contratar el servicio de pautaje y difusión de las actividades, planes, proyectos, carreras de grado, posgrados y/o servicios que lleva adelante la escuela politécnica nacional;71050.00;530207;71050.00;Por adjudicar;1717116790001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=f5AC5zz1_b4jhfHQ7A6l1qGaS7PLDOkK2vPQbCWS4kQ,
2025-09-05;RE-PU-EPN-2025-011;Régimen Especial;Contratar el servicio de mantenimiento del equipo toc;8960.00;530404;8960.00;Ejecución de contrato;1791396855001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LAvltL0kSKBEcDM4swlJhU0ZI23byO7o_yGQheGDIjM,
2025-09-01;RE-PU-EPN-2025-010;Régimen Especial;Contratar el servicio de actualización anual de las licencias del software académico cymdist;9564.71;530702;9564.71;En Recepción;0992772840001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=MdupkNP2Qi-8NBv3Fu5BmPchgYjULY01JnWlH8yOX2w,
2025-08-21;RE-PU-EPN-2025-005;Régimen Especial;Contratar el servicio de actualización anual de las licencias del software académico digsilent powerfactory;9220.00;530702;9220.00;En Recepción;1792359287001;https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Mp-j0_M6VaQpzh_cBpZT1Kkh2MKKKAx0VozxqXbc-BQ,
